1,unmittelbare Anstellung,Q506999,,Q-1770 Person,1778,1779,neu / weg / unverändert / andere Quali,Qualifikation 1,Qualifikation 2,Qualifikation 3,Qualifikation 4,Qualifikation 3,Qualifikation 4,Qualifikation 5,Ort,,Titel,Adlesrang,Vorname1,Vorname2,Vorname3,Vorname4,Vorname5,Nachname
2253,Land -Geistlichkeit im Herzogtum Altenburg Adjunctur Camburg,,,,Johann Christian Reyer,Johann Christian Reyer,unverändert,Pfarrer zu Löbschütz und den Filialen  Dultewitz und Heiligencreutz,,,,,,,,,,,,,,,,
2254,Land -Geistlichkeit im Herzogtum Altenburg Adjunctur Camburg,,,,Johann Gottfried Büchner,Johann Gottfried Büchner,unverändert,Schulmeister zu Löbschütz ,,,,,,,,,,,,,,,,
2255,Land -Geistlichkeit im Herzogtum Altenburg Adjunctur Camburg,,,,Christian Gottlob Reim,Christian Gottlob Reim,unverändert,Pfarrer zu Münchengoßerstädt und den Filial Würchhaußen,,,,,,,,,,,,,,,,
2256,Land -Geistlichkeit im Herzogtum Altenburg Adjunctur Camburg,,,,Johann Christoph Mylius,Johann Christoph Mylius,unverändert,Schulmeister zu Münchengoßerstädt,,,,,,,,,,,,,,,,
2257,Land -Geistlichkeit im Herzogtum Altenburg Adjunctur Camburg,,,,Friedrich Daniel Markmüller,Friedrich Daniel Markmüller,unverändert,Pfarrer zu Sieglitz,,,,,,,,,,,,,,,,
2258,Land -Geistlichkeit im Herzogtum Altenburg Adjunctur Camburg,,,,Johann Michael Böttger,Johann Michael Böttger,unverändert,Cantor zu Sieglitz,,,,,,,,,,,,,,,,
2259,Land -Geistlichkeit im Herzogtum Altenburg Adjunctur Camburg,,,,Johann Andreas Schmidt,Johann Andreas Schmidt,unverändert,Pfarrer zu Schmiedehausen,,,,,,,,,,,,,,,,
2260,Land -Geistlichkeit im Herzogtum Altenburg Adjunctur Camburg,,,,Johann Gottfried Sörgel,Johann Gottfried Sörgel,unverändert,Schulmeister zu Schmiedehausen,,,,,,,,,,,,,,,,
2261,Land -Geistlichkeit im Herzogtum Altenburg Adjunctur Camburg,,,,Gottfried Schneider,Gottfried Schneider,unverändert,Pfarrer zu Viezehnheilingen und den weimarischen Filialen groß und klein Romstädt,,,,,,,,,,,,,,,,
2262,Land -Geistlichkeit im Herzogtum Altenburg Adjunctur Camburg,,,,Johann Michael Potisch,Johann Michael Potisch,unverändert,Subst. zu Viezehnheilingen ,,,,,,,,,,,,,,,,
2263,Land -Geistlichkeit im Herzogtum Altenburg Adjunctur Camburg,,,,Christoph Friedrich Hutzelmann,Christoph Friedrich Hutzelmann,unverändert,Schulmeister zu Viezehnheilingen ,,,,,,,,,,,,,,,,
2264,Land -Geistlichkeit im Herzogtum Altenburg Adjunctur Camburg,,,,Christian Constantin Lommer,Christian Constantin Lommer,unverändert,Pfarrer zu Wichmar und dem Filial Rodameuschel,,,,,,,,,,,,,,,,
2265,Land -Geistlichkeit im Herzogtum Altenburg Adjunctur Camburg,,,,Johann Christoph Hedrich,Johann Christoph Hedrich,unverändert,Schulmeister zu Wichmar ,,,,,,,,,,,,,,,,
2266,Land -Geistlichkeit im Herzogtum Altenburg Superintendentur Cahla,,,Q507409,M. Samuel Theodor Thinemann,M. Samuel Theodor Thinemann,unverändert,Superintendent zur Stadt Cahla,,Consistorial-Assessor,,,,,,,Magister,,,,,,,
2267,Land -Geistlichkeit im Herzogtum Altenburg Superintendentur Cahla,,,,M. Johann Christian Stopfel,M. Johann Christian Stopfel,unverändert,Archi-Diacon zur Stadt Cahla,,,,,,,,,Magister,,,,,,,
2268,Land -Geistlichkeit im Herzogtum Altenburg Superintendentur Cahla,,,,Christoph Anton Christian Hammermüller,Christoph Anton Christian Hammermüller,unverändert,Diacon,Pfarrer auf den Filialen Löbschütz undLinding,,,,,,,,,,,,,,,
2269,Land -Geistlichkeit im Herzogtum Altenburg Superintendentur Cahla,,,,Christian Petzold,Christian Petzold,unverändert,Rector,,,,,,,,,,,,,,,,
2270,Land -Geistlichkeit im Herzogtum Altenburg Superintendentur Cahla,,,,Christian Friedrich Heumann,Christian Friedrich Heumann,unverändert,Cantor,,,,,,,,,,,,,,,,
2271,Land -Geistlichkeit im Herzogtum Altenburg Superintendentur Cahla,,,,Johann Christoph Herrmann,Johann Christoph Herrmann,unverändert,Substitut,,,,,,,,,,,,,,,,
2272,Land -Geistlichkeit im Herzogtum Altenburg Superintendentur Cahla,,,,Anton Christian Gutjahr,Anton Christian Gutjahr,unverändert,Baccalaur,,,,,,,,,,,,,,,,
2273,Land -Geistlichkeit im Herzogtum Altenburg Superintendentur Cahla,,,,Wilhelm Garbriel Wachler ,Wilhelm Garbriel Wachler ,unverändert,Kirchner,Mägdlein Schulmeister,,,,,,,,,,,,,,,
2274,Land -Geistlichkeit im Herzogtum Altenburg Superintendentur Cahla,,,,Johann Wilhelm Große,Johann Wilhelm Große,unverändert,Organist,,,,,,,,,,,,,,,,
2275,Land -Geistlichkeit im Herzogtum Altenburg Superintendentur Cahla,,,,Johann Heinrich Schau,Johann Heinrich Schau,unverändert,Schulmeister zu Löbschütz ,,,,,,,,,,,,,,,,
2276,Land -Geistlichkeit im Herzogtum Altenburg  Adjunctur Roda,,,,Johann Samuel Markmüller,Johann Samuel Markmüller,unverändert,Adjunc,,,,,,,,,,,,,,,,
2277,Land -Geistlichkeit im Herzogtum Altenburg  Adjunctur Roda,,113,,Christoph Heinrich Gottlob Reichardt,Christoph Heinrich Gottlob Reichard,anderer FN,Vice Adjunc,,,,,,,,,,,,,,,,
2278,Land -Geistlichkeit im Herzogtum Altenburg  Adjunctur Roda,,,,,Josef Ernst Bergner,neu,Diacon,Pfarrer auf den Filial Gernewitz,,,,,,,,,,Josef,Ernst,,,,Bergner
2279,Land -Geistlichkeit im Herzogtum Altenburg  Adjunctur Roda,,,,Johann Gottfried Kabisius,Johann Gottfried Kabisius,unverändert,Rector,,,,,,,,,,,,,,,,
2280,Land -Geistlichkeit im Herzogtum Altenburg  Adjunctur Roda,,,,Georg Friedrich  Kabisius,Georg Friedrich  Kabisius,unverändert,Conrector,Cantor,,,,,,,,,,,,,,,
2281,Land -Geistlichkeit im Herzogtum Altenburg  Adjunctur Roda,,,,Johann Michael Eckardt ,Johann Michael Eckardt ,unverändert,Tertius,,,,,,,,,,,,,,,,
2282,Land -Geistlichkeit im Herzogtum Altenburg  Adjunctur Roda,,,,Johann Tobias Köhler,Johann Tobias Köhler,unverändert,Ober-Mägdlein Schulmeister,,,,,,,,,,,,,,,,
2283,Land -Geistlichkeit im Herzogtum Altenburg  Adjunctur Roda,,,,Johann Christian Hartwig,Johann Christian Hartwig,unverändert,Unter-Mägdlein Schulmeister,,,,,,,,,,,,,,,,
2284,Land -Geistlichkeit im Herzogtum Altenburg  Adjunctur Roda,,,,Johann Jacob Feyl,Johann Jacob Feyl,unverändert,Kirchner,,,,,,,,,,,,,,,,
2285,Land -Geistlichkeit im Herzogtum Altenburg  Adjunctur Roda,,,,Johann Georg Kühn,Johann Georg Kühn,unverändert,Schulmeister ,,,,,,,,,,,,,,,,
2286,Land -Geistlichkeit im Herzogtum Altenburg  Adjunctur Roda,,,,Carl Philipp Baum,Carl Philipp Baum,unverändert,Präceptor zu Quirla,,,,,,,,,,,,,,,,
2287,Land -Geistlichkeit im Herzogtum Altenburg  Adjunctur Roda,,,,Christian Gottlieb Avenarius,Christian Gottlieb Avenarius,unverändert,Pfarrer zu Bremßnitz und dem Chursächs. Filial Stanau,,,,,,,,,,,,,,,,
2288,Land -Geistlichkeit im Herzogtum Altenburg  Adjunctur Roda,,,,Johann Christian Wolf,Johann Christian Wolf,unverändert,Schulmeister zu Bremßnitz,,,,,,,,,,,,,,,,
2289,Land -Geistlichkeit im Herzogtum Altenburg  Adjunctur Roda,,,,,Friedrich Gottlieb Reinhart,neu,Pfarrer zu Carlsdorf,,,,,,,,,,,Friedrich,Gottlieb,,,,Reinhart
2290,Land -Geistlichkeit im Herzogtum Altenburg  Adjunctur Roda,,,,Carl Friedrich Grun,Carl Friedrich Grun,unverändert,Schulmeister zu Carlsdorf,,,,,,,,,,,,,,,,
2291,Land -Geistlichkeit im Herzogtum Altenburg  Adjunctur Roda,,,,Christian Heinrich Pusch,Christian Heinrich Pusch,unverändert,Pfarrer zu Gröben und dem Filial Laaßdorf,,,,,,,,,,,,,,,,
2292,Land -Geistlichkeit im Herzogtum Altenburg  Adjunctur Roda,,,,Johann August Limprecht,Johann August Limprecht,unverändert,Schulmeister zu Gröben ,,,,,,,,,,,,,,,,
2293,Land -Geistlichkeit im Herzogtum Altenburg  Adjunctur Roda,,,,Johann Andreas Kaufmann,Johann Andreas Kaufmann,unverändert,Schulmeister zu Laaßdorf,,,,,,,,,,,,,,,,
2294,Land -Geistlichkeit im Herzogtum Altenburg  Adjunctur Roda,,,,Johann Friedrich Hofmann,Johann Friedrich Hofmann,unverändert,Pfarrer zu Groß-Löbichau und dem Weimar Filial Klein-Löbichau ,,,,,,,,,,,,,,,,
2295,Land -Geistlichkeit im Herzogtum Altenburg  Adjunctur Roda,,,,Heinrich Gotthelf Kretzmar,Heinrich Gotthelf Kretzmar,unverändert,Substitut,,,,,,,,,,,,,,,,
2296,Land -Geistlichkeit im Herzogtum Altenburg  Adjunctur Roda,,,,Johann Gottfried Hempel,Johann Gottfried Hempel,unverändert,Schulmeister zu Groß-Löbichau,,,,,,,,,,,,,,,,
2297,Land -Geistlichkeit im Herzogtum Altenburg  Adjunctur Roda,,,,Johann Bernhard Müller,Johann Bernhard Müller,unverändert,"Pfarrer zu Lippersdorf und den Filialen Erdmannsdorf, Weißbach",,,,,,,,,,,,,,,,
2298,Land -Geistlichkeit im Herzogtum Altenburg  Adjunctur Roda,,,,Carl Friedrich Schmutzler,Carl Friedrich Schmutzler,unverändert,Schulmeister zu Lippersdorf,,,,,,,,,,,,,,,,
2299,Land -Geistlichkeit im Herzogtum Altenburg  Adjunctur Roda,,,,,Johann Gottlieb Milius,neu,Pfarrer zu Mörßdorf und dem Filial Möckern,,,,,,,,,,,Johann,Gottlieb,,,, Milius
2300,Land -Geistlichkeit im Herzogtum Altenburg  Adjunctur Roda,,,,Johann Michael Prüfer,Johann Michael Prüfer,unverändert,Schulmeister zu Mörßdorf ,,,,,,,,,,,,,,,,
2301,Land -Geistlichkeit im Herzogtum Altenburg  Adjunctur Roda,,,,Johann Amdreas Steger,Johann Amdreas Steger,unverändert,Schulmeister zu Möckern,,,,,,,,,,,,,,,,
2302,Land -Geistlichkeit im Herzogtum Altenburg  Adjunctur Roda,,,,Abraham Anton Reinhard ,Abraham Anton Reinhard ,unverändert,Pfarrer zu Ottendorf und dem Filial Eineborn,,,,,,,,,,,,,,,,
2303,Land -Geistlichkeit im Herzogtum Altenburg  Adjunctur Roda,,,,Johann Michael Harnisch,Johann Michael Harnisch,unverändert,Substitut,,,,,,,,,,,,,,,,
2304,Land -Geistlichkeit im Herzogtum Altenburg  Adjunctur Roda,,,,,Salomo Müller,neu,Schulmeister zu Ottendorf ,,,,,,,,,,,Salomo,,,,,Müller
2305,Land -Geistlichkeit im Herzogtum Altenburg  Adjunctur Roda,,,,,Cristian Salomo Fritsche,neu,Schulmeister zu Eineborn,,,,,,,,,,,Cristian,Salomo,,,,Fritsche
2306,Land -Geistlichkeit im Herzogtum Altenburg  Adjunctur Roda,,,,Carl Friedrich Voges,Carl Friedrich Voges,unverändert,Pfarrer zu Rüttersdorf ,,,,,,,,,,,,,,,,
2307,Land -Geistlichkeit im Herzogtum Altenburg  Adjunctur Roda,,,,Georg Friedrich Grube,Georg Friedrich Grube,unverändert,Schulmeister zu Rüttersdorf ,,,,,,,,,,,,,,,,
2308,Land -Geistlichkeit im Herzogtum Altenburg  Adjunctur Roda,,,,Christian Ernst Pusch,Christian Ernst Pusch,unverändert,Pfarrer zu Schöben und den Filialen Nennewitz und Rabis,,,,,,,,,,,,,,,,
2309,Land -Geistlichkeit im Herzogtum Altenburg  Adjunctur Roda,,114,,Johann Christian Geißenhayner,Johann Christian Geißenhayner,unverändert,Schulmeister zu Schöben ,,,,,,,,,,,,,,,,
2310,Land -Geistlichkeit im Herzogtum Altenburg  Adjunctur Roda,,,,Johann Friedrich Müller,Johann Friedrich Müller,unverändert,Pfarrer zu Tautendorf und den Cursächsischen Filialen Lindencreuz  und Lederhoße,,,,,,,,,,,,,,,,
2311,Land -Geistlichkeit im Herzogtum Altenburg  Adjunctur Roda,,,,Tobias Damrich,Tobias Damrich,unverändert,Schulmeister zu Tautendorf ,,,,,,,,,,,,,,,,
2312,Land -Geistlichkeit im Herzogtum Altenburg  Adjunctur Roda,,,,N.N. Gabler ,N.N. Gabler ,unverändert,Schulmeister zu Lindencreuz im Cursächsischen   ,,,,,,,,,,,,,,,,
2313,Land -Geistlichkeit im Herzogtum Altenburg  Adjunctur Roda,,,,Johann Caspar Schneller,Johann Caspar Schneller,unverändert,Pfarrer zu Tröbnitz und den Filiale Untergeneuß,,,,,,,,,,,,,,,,
2314,Land -Geistlichkeit im Herzogtum Altenburg  Adjunctur Roda,,,,Johann Georg Tänzer,Johann Georg Tänzer,unverändert,Schulmeister zu Tröbnitz ,,,,,,,,,,,,,,,,
2315,Land -Geistlichkeit im Herzogtum Altenburg  Adjunctur Roda,,,,Johann Georg Hölzer,Johann Georg Hölzer,unverändert,Schulmeister zu Untergeneuß,,,,,,,,,,,,,,,,
2316,Land -Geistlichkeit im Herzogtum Altenburg  Adjunctur Roda,,,,M. Carl Erdmann Ludwig Reinhard,M. Carl Erdmann Ludwig Reinhard,unverändert,"Pfarrer zu Unterrenchendorf, Cursächsisch, und Filialen Hellborn, Klein-Ebersdorf",,,,,,,,,Magister,,,,,,,
2317,Land -Geistlichkeit im Herzogtum Altenburg  Adjunctur Roda,,,,Johann Michael Böttner,Johann Michael Böttger,anderer FN,Schulmeister zu Unterrenchendorf,,,,,,,,,,,,,,,,
2318,Land -Geistlichkeit im Herzogtum Altenburg Superintendentur Orlamünda,,,,Christian August Thienemann,Christian August Thienemann,unverändert,Superintendent der Stadt Orlamünda ,,,,,,,,,,,,,,,,
2319,Land -Geistlichkeit im Herzogtum Altenburg Superintendentur Orlamünda,,,,Johann Christian Hopf,Johann Christian Hopf,unverändert,Diacon zur Stadt Orlamünda ,,,,,,,,,,,,,,,,
2320,Land -Geistlichkeit im Herzogtum Altenburg Superintendentur Orlamünda,,,,Johann Gottlieb Haagen,Johann Gottlieb Haagen,unverändert,Rector zur Stadt Orlamünda,,,,,,,,,,,,,,,,
2321,Land -Geistlichkeit im Herzogtum Altenburg Superintendentur Orlamünda,,,,,Johann Gottfried Knabe,neu,Cantor,,,,,,,,,,,Johann,Gottfried,,,,Knabe
2322,Land -Geistlichkeit im Herzogtum Altenburg Superintendentur Orlamünda,,,,Nicolsus Schumann,Nicolaus Schumann,unverändert,Mägdelein Schulmeister ,Kirchner,,,,,,,,,,,,,,,
2323,Land -Geistlichkeit im Herzogtum Altenburg Superintendentur Orlamünda,,,,,Johann Heinrich Schmidt,neu,Organist,,,,,,,,,,,Johann,Heinrich,,,,Schmidt
2324,Land -Geistlichkeit im Herzogtum Altenburg Superintendentur Orlamünda,,,,M. Johann August Möbius,M. Johann August Möbius,unverändert,Pfarrer zu Altendorf und dem Filial Altenberga,,,,,,,,,Magister,,,,,,,
2325,Land -Geistlichkeit im Herzogtum Altenburg Superintendentur Orlamünda,,,,Johann Christian Michaelis,Johann Christian Michaelis,unverändert,Schulmeister zu Altendorf ,,,,,,,,,,,,,,,,
2326,Land -Geistlichkeit im Herzogtum Altenburg Superintendentur Orlamünda,,,,Johann Friedrich Hempel,Johann Friedrich Hempel,unverändert,Pfarrer zu Dienstädt und dem Filial Kleinbucha,,,,,,,,,,,,,,,,
2327,Land -Geistlichkeit im Herzogtum Altenburg Superintendentur Orlamünda,,,,Johann Christoph Hänzold,Johann Christoph Hänzold,unverändert,Schulmeister zu Dienstädt ,,,,,,,,,,,,,,,,
2328,Land -Geistlichkeit im Herzogtum Altenburg Superintendentur Orlamünda,,,,M. Ernst Christoph Häselbarth,M. Ernst Christoph Häselbarth,unverändert,Pfarrer zu Drakendorf und dem Filial Zöllnitz,,,,,,,,,Magister,,,,,,,
2329,Land -Geistlichkeit im Herzogtum Altenburg Superintendentur Orlamünda,,,,Johann Wilhelm Bielcke,Johann Wilhelm Bielcke,andere Qualli,Schulmeister zu Drakendorf öllnitz,,,,,,,,,,,,,,,,
2330,Land -Geistlichkeit im Herzogtum Altenburg Superintendentur Orlamünda,,,,,Johann August Senf,neu,Schulmeister zu Zöllnitz,,,,,,,,,,,Johann,August,,,,Senf
2331,Land -Geistlichkeit im Herzogtum Altenburg Superintendentur Orlamünda,,,,,M. Gottlieb Christian Serfling,neu,Pfarrer zu Eichenberg und dem Filial Biebra,,,,,,,,,Magister,,Gottlieb,Christian,,,,Serfling
2332,Land -Geistlichkeit im Herzogtum Altenburg Superintendentur Orlamünda,,,,Johann Friedrich Henning,Johann Friedrich Henning,unverändert,Schulmeister zu Eichenberg ,,,,,,,,,,,,,,,,
2333,Land -Geistlichkeit im Herzogtum Altenburg Superintendentur Orlamünda,,,,Christoph Heinrich Frölich,Christoph Heinrich Frölich,unverändert,"Pfarrer zu Engerda,  und dem Saalfeld, Mötzelsbach und dem Gothaischem Rödelwitz",,,,,,,,,,,,,,,,
2334,Land -Geistlichkeit im Herzogtum Altenburg Superintendentur Orlamünda,,115,,Johann Christoph Zierold,Johann Christoph Zierold,unverändert,"Schulmeister zu Engerda,",,,,,,,,,,,,,,,,
2335,Land -Geistlichkeit im Herzogtum Altenburg Superintendentur Orlamünda,,,,Johann Nicolaus Abendroth,Johann Nicolaus Abendroth,unverändert,Pfarrer zu Gleina und dem Filial Albersdorf,,,,,,,,,,,,,,,,
2336,Land -Geistlichkeit im Herzogtum Altenburg Superintendentur Orlamünda,,,,Johann Georg Enke,Johann Georg Enke,unverändert,Schulmeister zu Gleina ,,,,,,,,,,,,,,,,
2337,Land -Geistlichkeit im Herzogtum Altenburg Superintendentur Orlamünda,,,,Tobias Martin,Tobias Martin,unverändert,Schulmeister zu Albersdorf,,,,,,,,,,,,,,,,
2338,Land -Geistlichkeit im Herzogtum Altenburg Superintendentur Orlamünda,,,,Carl Gottlieb Bergner,Carl Gottlieb Bergner,unverändert,Pfarrer zu Großbockrdra und den Filialen  Rausdorf und Schiebelau,,,,,,,,,,,,,,,,
2339,Land -Geistlichkeit im Herzogtum Altenburg Superintendentur Orlamünda,,,,August Zacharias Huck,August Zacharias Huck,unverändert,Schulmeister zu Großbockrdra ,,,,,,,,,,,,,,,,
2340,Land -Geistlichkeit im Herzogtum Altenburg Superintendentur Orlamünda,,,,Carl Gottlob Rohn,Carl Gottlob Rohn,unverändert,Pfarrer zu Großeröbitz und dem Filialen Zimmerritz und Rodisgst,,,,,,,,,,,,,,,,
2341,Land -Geistlichkeit im Herzogtum Altenburg Superintendentur Orlamünda,,,,Johann Caspar Liebeskind,Johann Caspar Liebeskind,unverändert,Schulmeister zu Großeröbitz,,,,,,,,,,,,,,,,
2342,Land -Geistlichkeit im Herzogtum Altenburg Superintendentur Orlamünda,,,,Georg Heinrich Winkler,Georg Heinrich Winkler,andere Qualli,Pfarrer zu Großeutersdorf und dem Filial Kleinentersdorf,,,,,,,,,,,,,,,,
2343,Land -Geistlichkeit im Herzogtum Altenburg Superintendentur Orlamünda,,,,Gottlob Erdmann Röhrig,Gottlob Erdmann Röhrig,unverändert,Schulmeister zu Großeutersdorf  ,,,,,,,,,,,,,,,,
2344,Land -Geistlichkeit im Herzogtum Altenburg Superintendentur Orlamünda,,,,Georg Andreas Strom,Georg Andreas Strom,unverändert,Schulmeister zu Kleinentersdorf,,,,,,,,,,,,,,,,
2345,Land -Geistlichkeit im Herzogtum Altenburg Superintendentur Orlamünda,,,,Christoph Gottlob Winkler,Christoph Gottlob Winkler,unverändert,Pfarrer zu Gumperda und dem Filial Zwabitz,,,,,,,,,,,,,,,,
2346,Land -Geistlichkeit im Herzogtum Altenburg Superintendentur Orlamünda,,,,Johann Gottlieb Burger,Johann Gottlieb Burger,unverändert,Substitut,,,,,,,,,,,,,,,,
2347,Land -Geistlichkeit im Herzogtum Altenburg Superintendentur Orlamünda,,,,Christian August Beyer,Christian August Beyer,unverändert,Schulmeister zu Gumperda ,,,,,,,,,,,,,,,,
2348,Land -Geistlichkeit im Herzogtum Altenburg Superintendentur Orlamünda,,,,Johann Gottlieb Hertel,Johann Gottlieb Hertel,unverändert,Pfarrer zu Heiligen und dem Filial Dorndorf,,,,,,,,,,,,,,,,
2349,Land -Geistlichkeit im Herzogtum Altenburg Superintendentur Orlamünda,,,,Georg Gottfried Schmidt,Georg Gottfried Schmidt,unverändert,Schulmeister zu Heiligen ,,,,,,,,,,,,,,,,
2350,Land -Geistlichkeit im Herzogtum Altenburg Superintendentur Orlamünda,,,,Christian Ernst Bergler,Christian Ernst Bergler,unverändert,Pfarrer zu Hummelshayn und dem Filial Schmölln,,,,,,,,,,,,,,,,
2351,Land -Geistlichkeit im Herzogtum Altenburg Superintendentur Orlamünda,,,,Georg Gottfried Schmidt,Georg Gottfried Schmidt,unverändert,Schulmeister zu Hummelshayn ,,,,,,,,,,,,,,,,
2352,Land -Geistlichkeit im Herzogtum Altenburg Superintendentur Orlamünda,,,,Christoph Friedrich Heinicke,Christoph Friedrich Heinicke,unverändert,Pfarrer zu Jägersdorf und dem Filial Großpürschütz,,,,,,,,,,,,,,,,
2353,Land -Geistlichkeit im Herzogtum Altenburg Superintendentur Orlamünda,,,,Johann Wilhelm Gröschel,Johann Wilhelm Gröschel,unverändert,Schulmeister zu Jägersdorf ,,,,,,,,,,,,,,,,
2354,Land -Geistlichkeit im Herzogtum Altenburg Superintendentur Orlamünda,,,,Johann Friedrich Telle,Johann Friedrich Telle,unverändert,Pfarrer zu Leuchtenburg,,,,,,,,,,,,,,,,
2355,Land -Geistlichkeit im Herzogtum Altenburg Superintendentur Orlamünda,,,,Johann Christoph Herrmann,Johann Christoph Herrmann,unverändert,Schulmeister zu Leuchtenburg,,,,,,,,,,,,,,,,
2356,Land -Geistlichkeit im Herzogtum Altenburg Superintendentur Orlamünda,,,,Christian Heinrich Bartholomai,Christian Heinrich Bartholomai,unverändert,"Pfarrer zu Neusitz und dem Filial Schmieden, Kleinkochberg, Wintersdorf Rudolfstädtisch",,,,,,,,,,,,,,,,
2357,Land -Geistlichkeit im Herzogtum Altenburg Superintendentur Orlamünda,,,,August Moritz Reim,August Moritz Reim,unverändert,Schulmeister zu Neusitz ,,,,,,,,,,,,,,,,
2358,Land -Geistlichkeit im Herzogtum Altenburg Superintendentur Orlamünda,,,,Johann Nicolau Martin,Johann Nicolau Martin,unverändert,Schulmeister zu Schmieden,,,,,,,,,,,,,,,,
2359,Land -Geistlichkeit im Herzogtum Altenburg Superintendentur Orlamünda,,,,M. Johann Elias Berlet,M. Johann Elias Berlet,unverändert,Pfarrer zu Niedercroßen und dem Filial Freyenorla,,,,,,,,,Magister,,,,,,,
2360,Land -Geistlichkeit im Herzogtum Altenburg Superintendentur Orlamünda,,,,Heinrich Samuel Adam,Heinrich Samuel Adam,unverändert,Schulmeister zu Niedercroßen ,,,,,,,,,,,,,,,,
2361,Land -Geistlichkeit im Herzogtum Altenburg Superintendentur Orlamünda,,,,Johann Heinrich Adam,Johann Heinrich Adam,unverändert,Schulmeister zu Freyenorla,,,,,,,,,,,,,,,,
2362,Land -Geistlichkeit im Herzogtum Altenburg Superintendentur Orlamünda,,,,M. Friedrich Paul Wohlfahrt,M. Friedrich Paul Wohlfahrt,unverändert,Pfarrer zu Filial Oberhasel und lKirchhasel im Rudolstädtischen,,,,,,,,,Magister,,,,,,,
2363,Land -Geistlichkeit im Herzogtum Altenburg Superintendentur Orlamünda,,,,Heinrich Michael Schönheit,Heinrich Michael Schönheit,unverändert,Schulmeister zu Oberhasel ,,,,,,,,,,,,,,,,
2364,Land -Geistlichkeit im Herzogtum Altenburg Superintendentur Orlamünda,,,,Johann Georg Dorle,Johann Georg Dorle,unverändert,Pfarrer zu Rothenstein im Weimarischen und dem Filial Oecknitz,,,,,,,,,,,,,,,,
2365,Land -Geistlichkeit im Herzogtum Altenburg Superintendentur Orlamünda,,,,Georg Heinrich Senf,Georg Heinrich Senf,unverändert,Schulmeister zu Oecknitz,,,,,,,,,,,,,,,,
2366,Land -Geistlichkeit im Herzogtum Altenburg Superintendentur Orlamünda,,,,Johann Christoph Kormann,Johann Christoph Kormann,unverändert,Pfarrer zu Pfarrkeßlar und dem Chursächsischem Filialen Dößnitz Wintersroda und demBlankenhaynischen Lotschen,,,,,,,,,,,,,,,,
